LOCALIDAD;CATEGORIA;ANO;MES;NUMERO_COMPARENDOS
FONTIBON;B;2017;ABRIL;231
FONTIBON;B;2017;AGOSTO;476
FONTIBON;B;2017;ENERO;421
FONTIBON;B;2017;FEBRERO;319
FONTIBON;B;2017;JULIO;331
FONTIBON;B;2017;JUNIO;271
FONTIBON;B;2017;MARZO;299
FONTIBON;B;2017;MAYO;453
FONTIBON;B;2017;OCTUBRE;18
FONTIBON;B;2017;SEPTIEMBRE;327
FONTIBON;C;2015;ABRIL;712
FONTIBON;C;2015;AGOSTO;1363
FONTIBON;C;2015;DICIEMBRE;831
FONTIBON;C;2015;ENERO;1025
FONTIBON;C;2015;FEBRERO;1245
FONTIBON;C;2015;JULIO;1175
FONTIBON;C;2015;JUNIO;933
FONTIBON;C;2015;MARZO;696
FONTIBON;C;2015;MAYO;957
FONTIBON;C;2015;NOVIEMBRE;874
FONTIBON;C;2015;OCTUBRE;1314
FONTIBON;C;2015;SEPTIEMBRE;1641
FONTIBON;C;2016;ABRIL;3053
FONTIBON;C;2016;AGOSTO;1876
FONTIBON;C;2016;DICIEMBRE;1877
FONTIBON;C;2016;ENERO;1462
FONTIBON;C;2016;FEBRERO;2355
FONTIBON;C;2016;JULIO;1413
FONTIBON;C;2016;JUNIO;1886
FONTIBON;C;2016;MARZO;2500
FONTIBON;C;2016;MAYO;2576
FONTIBON;C;2016;NOVIEMBRE;2907
FONTIBON;C;2016;OCTUBRE;2598
FONTIBON;C;2016;SEPTIEMBRE;2455
FONTIBON;C;2017;ABRIL;1685
FONTIBON;C;2017;AGOSTO;2611
FONTIBON;C;2017;ENERO;2921
FONTIBON;C;2017;FEBRERO;2301
FONTIBON;C;2017;JULIO;2271
FONTIBON;C;2017;JUNIO;2125
FONTIBON;C;2017;MARZO;2052
FONTIBON;C;2017;MAYO;2444
FONTIBON;C;2017;OCTUBRE;111
FONTIBON;C;2017;SEPTIEMBRE;1775
FONTIBON;D;2015;ABRIL;32
FONTIBON;D;2015;AGOSTO;58
FONTIBON;D;2015;DICIEMBRE;44
FONTIBON;D;2015;ENERO;62
FONTIBON;D;2015;FEBRERO;47
FONTIBON;D;2015;JULIO;55
FONTIBON;D;2015;JUNIO;43
FONTIBON;D;2015;MARZO;27
FONTIBON;D;2015;MAYO;37
FONTIBON;D;2015;NOVIEMBRE;54
FONTIBON;D;2015;OCTUBRE;66
FONTIBON;D;2015;SEPTIEMBRE;79
FONTIBON;D;2016;ABRIL;89
FONTIBON;D;2016;AGOSTO;165
FONTIBON;D;2016;DICIEMBRE;188
FONTIBON;D;2016;ENERO;76
FONTIBON;D;2016;FEBRERO;97
FONTIBON;D;2016;JULIO;118
FONTIBON;D;2016;JUNIO;116
FONTIBON;D;2016;MARZO;96
FONTIBON;D;2016;MAYO;86
FONTIBON;D;2016;NOVIEMBRE;235
FONTIBON;D;2016;OCTUBRE;331
FONTIBON;D;2016;SEPTIEMBRE;301
FONTIBON;D;2017;ABRIL;269
FONTIBON;D;2017;AGOSTO;202
FONTIBON;D;2017;ENERO;229
FONTIBON;D;2017;FEBRERO;173
FONTIBON;D;2017;JULIO;229
FONTIBON;D;2017;JUNIO;172
FONTIBON;D;2017;MARZO;184
FONTIBON;D;2017;MAYO;258
FONTIBON;D;2017;OCTUBRE;6
FONTIBON;D;2017;SEPTIEMBRE;177
FONTIBON;E;2015;SEPTIEMBRE;3
FONTIBON;E;2017;ABRIL;1
FONTIBON;E;2017;ENERO;2
FONTIBON;E;2017;FEBRERO;1
FONTIBON;E;2017;JULIO;1
FONTIBON;E;2017;MAYO;1
FONTIBON;F;2015;ABRIL;7
FONTIBON;F;2015;AGOSTO;38
FONTIBON;F;2015;DICIEMBRE;25
FONTIBON;F;2015;ENERO;9
FONTIBON;F;2015;FEBRERO;5
FONTIBON;F;2015;JULIO;18
FONTIBON;F;2015;JUNIO;23
FONTIBON;F;2015;MARZO;8
FONTIBON;F;2015;MAYO;19
FONTIBON;F;2015;NOVIEMBRE;19
FONTIBON;F;2015;OCTUBRE;30
FONTIBON;F;2015;SEPTIEMBRE;42
FONTIBON;F;2016;ABRIL;27
FONTIBON;F;2016;AGOSTO;19
FONTIBON;F;2016;DICIEMBRE;18
FONTIBON;F;2016;ENERO;24
FONTIBON;F;2016;FEBRERO;40
FONTIBON;F;2016;JULIO;19
FONTIBON;F;2016;JUNIO;21
FONTIBON;F;2016;MARZO;20
FONTIBON;F;2016;MAYO;24
FONTIBON;F;2016;NOVIEMBRE;38
FONTIBON;F;2016;OCTUBRE;21
FONTIBON;F;2016;SEPTIEMBRE;26
FONTIBON;F;2017;ABRIL;10
FONTIBON;F;2017;AGOSTO;41
FONTIBON;F;2017;ENERO;29
FONTIBON;F;2017;FEBRERO;12
FONTIBON;F;2017;JULIO;26
FONTIBON;F;2017;JUNIO;22
FONTIBON;F;2017;MARZO;13
FONTIBON;F;2017;MAYO;7
FONTIBON;F;2017;OCTUBRE;1
FONTIBON;F;2017;SEPTIEMBRE;24
FONTIBON;G;2015;ABRIL;5
FONTIBON;G;2015;AGOSTO;5
FONTIBON;G;2015;DICIEMBRE;1
FONTIBON;G;2015;ENERO;5
FONTIBON;G;2015;FEBRERO;11
FONTIBON;G;2015;JULIO;20
FONTIBON;G;2015;JUNIO;14
FONTIBON;G;2015;MARZO;1
FONTIBON;G;2015;MAYO;2
FONTIBON;G;2015;NOVIEMBRE;8
FONTIBON;G;2015;SEPTIEMBRE;3
FONTIBON;G;2016;ABRIL;7
FONTIBON;G;2016;AGOSTO;17
FONTIBON;G;2016;DICIEMBRE;6
FONTIBON;G;2016;ENERO;5
FONTIBON;G;2016;FEBRERO;2
FONTIBON;G;2016;JULIO;3
FONTIBON;G;2016;JUNIO;12
FONTIBON;G;2016;MARZO;14
FONTIBON;G;2016;MAYO;31
FONTIBON;G;2016;NOVIEMBRE;9
FONTIBON;G;2016;OCTUBRE;4
FONTIBON;G;2016;SEPTIEMBRE;36
FONTIBON;G;2017;ABRIL;42
FONTIBON;G;2017;AGOSTO;81
FONTIBON;G;2017;ENERO;25
FONTIBON;G;2017;FEBRERO;50
FONTIBON;G;2017;JULIO;88
FONTIBON;G;2017;JUNIO;13
FONTIBON;G;2017;MARZO;44
FONTIBON;G;2017;MAYO;173
FONTIBON;G;2017;OCTUBRE;2
FONTIBON;G;2017;SEPTIEMBRE;101
FONTIBON;H;2015;ABRIL;40
FONTIBON;H;2015;AGOSTO;48
FONTIBON;H;2015;DICIEMBRE;44
FONTIBON;H;2015;ENERO;58
FONTIBON;H;2015;FEBRERO;64
FONTIBON;H;2015;JULIO;94
FONTIBON;H;2015;JUNIO;194
FONTIBON;H;2015;MARZO;33
FONTIBON;H;2015;MAYO;134
FONTIBON;H;2015;NOVIEMBRE;30
FONTIBON;H;2015;OCTUBRE;32
FONTIBON;H;2015;SEPTIEMBRE;49
FONTIBON;H;2016;ABRIL;112
FONTIBON;H;2016;AGOSTO;344
FONTIBON;H;2016;DICIEMBRE;158
FONTIBON;H;2016;ENERO;54
FONTIBON;H;2016;FEBRERO;88
FONTIBON;H;2016;JULIO;192
FONTIBON;H;2016;JUNIO;95
FONTIBON;H;2016;MARZO;105
FONTIBON;H;2016;MAYO;62
FONTIBON;H;2016;NOVIEMBRE;196
FONTIBON;H;2016;OCTUBRE;266
FONTIBON;H;2016;SEPTIEMBRE;291
FONTIBON;H;2017;ABRIL;82
FONTIBON;H;2017;AGOSTO;241
FONTIBON;H;2017;ENERO;225
FONTIBON;H;2017;FEBRERO;192
FONTIBON;H;2017;JULIO;132
FONTIBON;H;2017;JUNIO;119
FONTIBON;H;2017;MARZO;177
FONTIBON;H;2017;MAYO;152
FONTIBON;H;2017;OCTUBRE;11
FONTIBON;H;2017;SEPTIEMBRE;132
FONTIBON;I;2015;AGOSTO;1
FONTIBON;I;2015;DICIEMBRE;1
FONTIBON;I;2015;ENERO;1
FONTIBON;I;2015;FEBRERO;1
FONTIBON;I;2015;JULIO;1
FONTIBON;I;2015;JUNIO;3
FONTIBON;I;2015;OCTUBRE;9
FONTIBON;I;2016;ABRIL;4
FONTIBON;I;2016;AGOSTO;4
FONTIBON;I;2016;DICIEMBRE;2
FONTIBON;I;2016;ENERO;3
FONTIBON;I;2016;FEBRERO;3
FONTIBON;I;2016;JULIO;1
FONTIBON;I;2016;MARZO;1
FONTIBON;I;2016;MAYO;1
FONTIBON;I;2016;NOVIEMBRE;4
FONTIBON;I;2016;OCTUBRE;1
FONTIBON;I;2016;SEPTIEMBRE;3
FONTIBON;I;2017;ABRIL;3
FONTIBON;I;2017;AGOSTO;5
FONTIBON;I;2017;ENERO;4
FONTIBON;I;2017;FEBRERO;3
FONTIBON;I;2017;JULIO;2
FONTIBON;I;2017;JUNIO;5
FONTIBON;I;2017;MARZO;4
FONTIBON;I;2017;MAYO;2
FONTIBON;I;2017;SEPTIEMBRE;1
KENNEDY;A;2015;ABRIL;10
KENNEDY;A;2015;AGOSTO;45
KENNEDY;A;2015;DICIEMBRE;30
KENNEDY;A;2015;ENERO;7
KENNEDY;A;2015;FEBRERO;10
KENNEDY;A;2015;JULIO;21
KENNEDY;A;2015;JUNIO;11
KENNEDY;A;2015;MARZO;5
KENNEDY;A;2015;MAYO;5
KENNEDY;A;2015;NOVIEMBRE;10
KENNEDY;A;2015;OCTUBRE;16
KENNEDY;A;2015;SEPTIEMBRE;84
KENNEDY;A;2016;ABRIL;65
KENNEDY;A;2016;AGOSTO;23
KENNEDY;A;2016;DICIEMBRE;21
KENNEDY;A;2016;ENERO;38
KENNEDY;A;2016;FEBRERO;18
KENNEDY;A;2016;JULIO;42
KENNEDY;A;2016;JUNIO;25
KENNEDY;A;2016;MARZO;16
KENNEDY;A;2016;MAYO;38
KENNEDY;A;2016;NOVIEMBRE;24
KENNEDY;A;2016;OCTUBRE;68
KENNEDY;A;2016;SEPTIEMBRE;25
KENNEDY;A;2017;ABRIL;11
KENNEDY;A;2017;AGOSTO;51
KENNEDY;A;2017;ENERO;34
KENNEDY;A;2017;FEBRERO;76
KENNEDY;A;2017;JULIO;24
KENNEDY;A;2017;JUNIO;15
KENNEDY;A;2017;MARZO;35
KENNEDY;A;2017;MAYO;50
KENNEDY;A;2017;OCTUBRE;1
KENNEDY;A;2017;SEPTIEMBRE;30
KENNEDY;B;2015;ABRIL;66
KENNEDY;B;2015;AGOSTO;182
KENNEDY;B;2015;DICIEMBRE;134
KENNEDY;B;2015;ENERO;89
KENNEDY;B;2015;FEBRERO;112
KENNEDY;B;2015;JULIO;155
KENNEDY;B;2015;JUNIO;78
KENNEDY;B;2015;MARZO;64
KENNEDY;B;2015;MAYO;79
KENNEDY;B;2015;NOVIEMBRE;111
KENNEDY;B;2015;OCTUBRE;122
KENNEDY;B;2015;SEPTIEMBRE;177
KENNEDY;B;2016;ABRIL;128
KENNEDY;B;2016;AGOSTO;180
KENNEDY;B;2016;DICIEMBRE;110
KENNEDY;B;2016;ENERO;173
KENNEDY;B;2016;FEBRERO;146
KENNEDY;B;2016;JULIO;102
KENNEDY;B;2016;JUNIO;135
KENNEDY;B;2016;MARZO;131
KENNEDY;B;2016;MAYO;111
KENNEDY;B;2016;NOVIEMBRE;99
KENNEDY;B;2016;OCTUBRE;136
KENNEDY;B;2016;SEPTIEMBRE;174
KENNEDY;B;2017;ABRIL;110
KENNEDY;B;2017;AGOSTO;177
KENNEDY;B;2017;ENERO;151
KENNEDY;B;2017;FEBRERO;167
KENNEDY;B;2017;JULIO;165
KENNEDY;B;2017;JUNIO;144
KENNEDY;B;2017;MARZO;172
KENNEDY;B;2017;MAYO;214
KENNEDY;B;2017;OCTUBRE;2
KENNEDY;B;2017;SEPTIEMBRE;137
KENNEDY;C;2015;ABRIL;918
KENNEDY;C;2015;AGOSTO;1306
KENNEDY;C;2015;DICIEMBRE;912
KENNEDY;C;2015;ENERO;988
KENNEDY;C;2015;FEBRERO;1312
KENNEDY;C;2015;JULIO;1074
KENNEDY;C;2015;JUNIO;897
KENNEDY;C;2015;MARZO;807
KENNEDY;C;2015;MAYO;1057
KENNEDY;C;2015;NOVIEMBRE;674
KENNEDY;C;2015;OCTUBRE;1119
KENNEDY;C;2015;SEPTIEMBRE;1812
KENNEDY;C;2016;ABRIL;2353
KENNEDY;C;2016;AGOSTO;1476
KENNEDY;C;2016;DICIEMBRE;1791
KENNEDY;C;2016;ENERO;1644
KENNEDY;C;2016;FEBRERO;3051
KENNEDY;C;2016;JULIO;1267
KENNEDY;C;2016;JUNIO;1193
KENNEDY;C;2016;MARZO;2362
KENNEDY;C;2016;MAYO;1410
KENNEDY;C;2016;NOVIEMBRE;1433
KENNEDY;C;2016;OCTUBRE;1640
KENNEDY;C;2016;SEPTIEMBRE;1381
KENNEDY;C;2017;ABRIL;1100
KENNEDY;C;2017;AGOSTO;1642
KENNEDY;C;2017;ENERO;2188
KENNEDY;C;2017;FEBRERO;2057
KENNEDY;C;2017;JULIO;1305
KENNEDY;C;2017;JUNIO;1059
KENNEDY;C;2017;MARZO;1675
KENNEDY;C;2017;MAYO;1582
KENNEDY;C;2017;OCTUBRE;44
KENNEDY;C;2017;SEPTIEMBRE;1252
KENNEDY;D;2015;ABRIL;47
KENNEDY;D;2015;AGOSTO;112
KENNEDY;D;2015;DICIEMBRE;171
KENNEDY;D;2015;ENERO;88
KENNEDY;D;2015;FEBRERO;74
KENNEDY;D;2015;JULIO;95
KENNEDY;D;2015;JUNIO;65
KENNEDY;D;2015;MARZO;44
KENNEDY;D;2015;MAYO;56
KENNEDY;D;2015;NOVIEMBRE;108
KENNEDY;D;2015;OCTUBRE;148
KENNEDY;D;2015;SEPTIEMBRE;134
KENNEDY;D;2016;ABRIL;252
KENNEDY;D;2016;AGOSTO;227
KENNEDY;D;2016;DICIEMBRE;104
KENNEDY;D;2016;ENERO;235
KENNEDY;D;2016;FEBRERO;240
KENNEDY;D;2016;JULIO;183
KENNEDY;D;2016;JUNIO;161
KENNEDY;D;2016;MARZO;192
KENNEDY;D;2016;MAYO;156
KENNEDY;D;2016;NOVIEMBRE;99
KENNEDY;D;2016;OCTUBRE;173
KENNEDY;D;2016;SEPTIEMBRE;268
KENNEDY;D;2017;ABRIL;117
KENNEDY;D;2017;AGOSTO;168
KENNEDY;D;2017;ENERO;151
KENNEDY;D;2017;FEBRERO;136
KENNEDY;D;2017;JULIO;132
KENNEDY;D;2017;JUNIO;107
KENNEDY;D;2017;MARZO;174
KENNEDY;D;2017;MAYO;170
KENNEDY;D;2017;OCTUBRE;5
KENNEDY;D;2017;SEPTIEMBRE;144
KENNEDY;E;2016;NOVIEMBRE;1
KENNEDY;E;2017;AGOSTO;1
KENNEDY;F;2015;ABRIL;52
KENNEDY;F;2015;AGOSTO;84
KENNEDY;F;2015;DICIEMBRE;38
KENNEDY;F;2015;ENERO;47
KENNEDY;F;2015;FEBRERO;35
KENNEDY;F;2015;JULIO;70
KENNEDY;F;2015;JUNIO;52
KENNEDY;F;2015;MARZO;17
KENNEDY;F;2015;MAYO;43
KENNEDY;F;2015;NOVIEMBRE;85
KENNEDY;F;2015;OCTUBRE;89
KENNEDY;F;2015;SEPTIEMBRE;139
KENNEDY;F;2016;ABRIL;40
KENNEDY;F;2016;AGOSTO;38
KENNEDY;F;2016;DICIEMBRE;30
KENNEDY;F;2016;ENERO;89
KENNEDY;F;2016;FEBRERO;59
KENNEDY;F;2016;JULIO;17
KENNEDY;F;2016;JUNIO;34
KENNEDY;F;2016;MARZO;25
KENNEDY;F;2016;MAYO;36
KENNEDY;F;2016;NOVIEMBRE;28
KENNEDY;F;2016;OCTUBRE;39
KENNEDY;F;2016;SEPTIEMBRE;66
KENNEDY;F;2017;ABRIL;11
KENNEDY;F;2017;AGOSTO;71
KENNEDY;F;2017;ENERO;39
KENNEDY;F;2017;FEBRERO;38
KENNEDY;F;2017;JULIO;31
KENNEDY;F;2017;JUNIO;25
KENNEDY;F;2017;MARZO;47
KENNEDY;F;2017;MAYO;71
KENNEDY;F;2017;OCTUBRE;2
KENNEDY;F;2017;SEPTIEMBRE;28
KENNEDY;G;2015;ABRIL;36
KENNEDY;G;2015;AGOSTO;64
KENNEDY;G;2015;DICIEMBRE;2
KENNEDY;G;2015;ENERO;27
KENNEDY;G;2015;FEBRERO;34
KENNEDY;G;2015;JULIO;23
KENNEDY;G;2015;JUNIO;27
KENNEDY;G;2015;MARZO;23
KENNEDY;G;2015;MAYO;28
KENNEDY;G;2015;SEPTIEMBRE;20
KENNEDY;G;2016;ABRIL;36
KENNEDY;G;2016;ENERO;2
KENNEDY;G;2016;FEBRERO;9
KENNEDY;G;2016;JULIO;10
KENNEDY;G;2016;JUNIO;31
KENNEDY;G;2016;MARZO;7
KENNEDY;G;2016;MAYO;45
KENNEDY;G;2016;NOVIEMBRE;3
KENNEDY;G;2016;OCTUBRE;3
KENNEDY;G;2016;SEPTIEMBRE;2
KENNEDY;G;2017;ABRIL;3
KENNEDY;G;2017;AGOSTO;12
KENNEDY;G;2017;ENERO;19
KENNEDY;G;2017;FEBRERO;14
KENNEDY;G;2017;JULIO;9
KENNEDY;G;2017;JUNIO;16
KENNEDY;G;2017;MARZO;6
KENNEDY;G;2017;MAYO;17
KENNEDY;G;2017;SEPTIEMBRE;5
KENNEDY;H;2015;ABRIL;54
KENNEDY;H;2015;AGOSTO;91
KENNEDY;H;2015;DICIEMBRE;27
KENNEDY;H;2015;ENERO;35
KENNEDY;H;2015;FEBRERO;60
KENNEDY;H;2015;JULIO;146
KENNEDY;H;2015;JUNIO;113
KENNEDY;H;2015;MARZO;42
KENNEDY;H;2015;MAYO;107
KENNEDY;H;2015;NOVIEMBRE;22
KENNEDY;H;2015;OCTUBRE;33
KENNEDY;H;2015;SEPTIEMBRE;47
KENNEDY;H;2016;ABRIL;55
KENNEDY;H;2016;AGOSTO;79
KENNEDY;H;2016;DICIEMBRE;70
KENNEDY;H;2016;ENERO;32
KENNEDY;H;2016;FEBRERO;54
KENNEDY;H;2016;JULIO;93
KENNEDY;H;2016;JUNIO;44
KENNEDY;H;2016;MARZO;67
KENNEDY;H;2016;MAYO;75
KENNEDY;H;2016;NOVIEMBRE;71
KENNEDY;H;2016;OCTUBRE;87
KENNEDY;H;2016;SEPTIEMBRE;81
KENNEDY;H;2017;ABRIL;90
KENNEDY;H;2017;AGOSTO;204
KENNEDY;H;2017;ENERO;150
KENNEDY;H;2017;FEBRERO;136
KENNEDY;H;2017;JULIO;154
KENNEDY;H;2017;JUNIO;97
KENNEDY;H;2017;MARZO;194
KENNEDY;H;2017;MAYO;212
KENNEDY;H;2017;OCTUBRE;7
KENNEDY;H;2017;SEPTIEMBRE;131
KENNEDY;I;2015;AGOSTO;1
KENNEDY;I;2015;DICIEMBRE;3
KENNEDY;I;2015;ENERO;2
KENNEDY;I;2015;FEBRERO;1
KENNEDY;I;2015;JULIO;3
KENNEDY;I;2015;JUNIO;2
KENNEDY;I;2015;MARZO;1
KENNEDY;I;2015;MAYO;3
KENNEDY;I;2015;NOVIEMBRE;2
KENNEDY;I;2015;OCTUBRE;1
KENNEDY;I;2015;SEPTIEMBRE;3
KENNEDY;I;2016;ABRIL;2
KENNEDY;I;2016;DICIEMBRE;1
KENNEDY;I;2016;ENERO;2
KENNEDY;I;2016;FEBRERO;8
KENNEDY;I;2016;JULIO;1
KENNEDY;I;2016;JUNIO;2
KENNEDY;I;2016;MAYO;1
KENNEDY;I;2016;NOVIEMBRE;9
KENNEDY;I;2016;OCTUBRE;10
KENNEDY;I;2016;SEPTIEMBRE;8
KENNEDY;I;2017;ABRIL;2
KENNEDY;I;2017;AGOSTO;3
KENNEDY;I;2017;ENERO;4
KENNEDY;I;2017;FEBRERO;1
KENNEDY;I;2017;MARZO;4
KENNEDY;I;2017;MAYO;4
KENNEDY;I;2017;SEPTIEMBRE;1
MARTIRES;A;2015;ABRIL;2
MARTIRES;A;2015;AGOSTO;1
MARTIRES;A;2015;DICIEMBRE;32
MARTIRES;A;2015;ENERO;3
MARTIRES;A;2015;JULIO;1
MARTIRES;A;2015;JUNIO;1
MARTIRES;A;2015;NOVIEMBRE;10
MARTIRES;A;2015;OCTUBRE;15
MARTIRES;A;2015;SEPTIEMBRE;30
MARTIRES;A;2016;ABRIL;21
MARTIRES;A;2016;AGOSTO;1
MARTIRES;A;2016;DICIEMBRE;3
MARTIRES;A;2016;ENERO;22
MARTIRES;A;2016;FEBRERO;5
MARTIRES;A;2016;JULIO;2
MARTIRES;A;2016;JUNIO;4
MARTIRES;A;2016;MARZO;5
MARTIRES;A;2016;MAYO;6
MARTIRES;A;2016;NOVIEMBRE;4
MARTIRES;A;2016;OCTUBRE;7
MARTIRES;A;2016;SEPTIEMBRE;4
MARTIRES;A;2017;ABRIL;45
MARTIRES;A;2017;AGOSTO;100
MARTIRES;A;2017;ENERO;66
MARTIRES;A;2017;FEBRERO;104
MARTIRES;A;2017;JULIO;85
MARTIRES;A;2017;JUNIO;71
MARTIRES;A;2017;MARZO;144
MARTIRES;A;2017;MAYO;114
MARTIRES;A;2017;OCTUBRE;2
MARTIRES;A;2017;SEPTIEMBRE;39
MARTIRES;B;2015;ABRIL;12
MARTIRES;B;2015;AGOSTO;5
MARTIRES;B;2015;DICIEMBRE;40
MARTIRES;B;2015;ENERO;28
MARTIRES;B;2015;FEBRERO;19
MARTIRES;B;2015;JULIO;7
MARTIRES;B;2015;JUNIO;8
MARTIRES;B;2015;MARZO;7
MARTIRES;B;2015;MAYO;16
MARTIRES;B;2015;NOVIEMBRE;23
MARTIRES;B;2015;OCTUBRE;23
MARTIRES;B;2015;SEPTIEMBRE;20
MARTIRES;B;2016;ABRIL;17
MARTIRES;B;2016;AGOSTO;85
MARTIRES;B;2016;DICIEMBRE;50
MARTIRES;B;2016;ENERO;59
MARTIRES;B;2016;FEBRERO;23
MARTIRES;B;2016;JULIO;22
MARTIRES;B;2016;JUNIO;12
MARTIRES;B;2016;MARZO;19
MARTIRES;B;2016;MAYO;24
MARTIRES;B;2016;NOVIEMBRE;69
MARTIRES;B;2016;OCTUBRE;86
MARTIRES;B;2016;SEPTIEMBRE;112
MARTIRES;B;2017;ABRIL;145
MARTIRES;B;2017;AGOSTO;174
MARTIRES;B;2017;ENERO;140
MARTIRES;B;2017;FEBRERO;187
MARTIRES;B;2017;JULIO;172
MARTIRES;B;2017;JUNIO;221
MARTIRES;B;2017;MARZO;199
MARTIRES;B;2017;MAYO;233
MARTIRES;B;2017;OCTUBRE;8
MARTIRES;B;2017;SEPTIEMBRE;102
MARTIRES;C;2015;ABRIL;467
MARTIRES;C;2015;AGOSTO;391
MARTIRES;C;2015;DICIEMBRE;272
MARTIRES;C;2015;ENERO;665
MARTIRES;C;2015;FEBRERO;801
MARTIRES;C;2015;JULIO;351
MARTIRES;C;2015;JUNIO;338
MARTIRES;C;2015;MARZO;392
MARTIRES;C;2015;MAYO;589
MARTIRES;C;2015;NOVIEMBRE;467
MARTIRES;C;2015;OCTUBRE;694
MARTIRES;C;2015;SEPTIEMBRE;400
MARTIRES;C;2016;ABRIL;1960
MARTIRES;C;2016;AGOSTO;991
MARTIRES;C;2016;DICIEMBRE;1354
MARTIRES;C;2016;ENERO;653
MARTIRES;C;2016;FEBRERO;964
MARTIRES;C;2016;JULIO;840
MARTIRES;C;2016;JUNIO;1131
MARTIRES;C;2016;MARZO;968
MARTIRES;C;2016;MAYO;1761
MARTIRES;C;2016;NOVIEMBRE;1317
MARTIRES;C;2016;OCTUBRE;1123
MARTIRES;C;2016;SEPTIEMBRE;905
MARTIRES;C;2017;ABRIL;1400
MARTIRES;C;2017;AGOSTO;1623
MARTIRES;C;2017;ENERO;1689
MARTIRES;C;2017;FEBRERO;1743
MARTIRES;C;2017;JULIO;1863
MARTIRES;C;2017;JUNIO;1615
MARTIRES;C;2017;MARZO;1850
MARTIRES;C;2017;MAYO;2111
MARTIRES;C;2017;OCTUBRE;39
MARTIRES;C;2017;SEPTIEMBRE;1117
MARTIRES;D;2015;ABRIL;9
MARTIRES;D;2015;AGOSTO;7
MARTIRES;D;2015;DICIEMBRE;25
MARTIRES;D;2015;ENERO;43
MARTIRES;D;2015;FEBRERO;12
MARTIRES;D;2015;JULIO;7
MARTIRES;D;2015;JUNIO;8
MARTIRES;D;2015;MARZO;4
MARTIRES;D;2015;MAYO;3
MARTIRES;D;2015;NOVIEMBRE;16
MARTIRES;D;2015;OCTUBRE;26
MARTIRES;D;2015;SEPTIEMBRE;12
MARTIRES;D;2016;ABRIL;22
MARTIRES;D;2016;AGOSTO;54
MARTIRES;D;2016;DICIEMBRE;45
MARTIRES;D;2016;ENERO;27
MARTIRES;D;2016;FEBRERO;36
MARTIRES;D;2016;JULIO;41
MARTIRES;D;2016;JUNIO;30
MARTIRES;D;2016;MARZO;17
MARTIRES;D;2016;MAYO;22
MARTIRES;D;2016;NOVIEMBRE;63
MARTIRES;D;2016;OCTUBRE;83
MARTIRES;D;2016;SEPTIEMBRE;75
MARTIRES;D;2017;ABRIL;127
MARTIRES;D;2017;AGOSTO;198
MARTIRES;D;2017;ENERO;121
MARTIRES;D;2017;FEBRERO;238
MARTIRES;D;2017;JULIO;149
MARTIRES;D;2017;JUNIO;193
MARTIRES;D;2017;MARZO;260
MARTIRES;D;2017;MAYO;206
MARTIRES;D;2017;OCTUBRE;8
MARTIRES;D;2017;SEPTIEMBRE;127
MARTIRES;E;2015;ENERO;1
MARTIRES;E;2016;ABRIL;1
MARTIRES;E;2016;DICIEMBRE;1
MARTIRES;F;2015;ABRIL;12
MARTIRES;F;2015;AGOSTO;1
MARTIRES;F;2015;DICIEMBRE;117
MARTIRES;F;2015;ENERO;5
MARTIRES;F;2015;JULIO;6
MARTIRES;F;2015;JUNIO;1
MARTIRES;F;2015;MAYO;4
MARTIRES;F;2015;NOVIEMBRE;19
MARTIRES;F;2015;OCTUBRE;10
MARTIRES;F;2015;SEPTIEMBRE;10
MARTIRES;F;2016;ABRIL;16
MARTIRES;F;2016;AGOSTO;12
MARTIRES;F;2016;DICIEMBRE;9
MARTIRES;F;2016;ENERO;64
MARTIRES;F;2016;FEBRERO;14
MARTIRES;F;2016;JULIO;11
MARTIRES;F;2016;JUNIO;15
MARTIRES;F;2016;MARZO;6
MARTIRES;F;2016;MAYO;10
MARTIRES;F;2016;NOVIEMBRE;14
MARTIRES;F;2016;OCTUBRE;13
MARTIRES;F;2016;SEPTIEMBRE;19
MARTIRES;F;2017;ABRIL;5
MARTIRES;F;2017;AGOSTO;38
MARTIRES;F;2017;ENERO;14
MARTIRES;F;2017;FEBRERO;6
MARTIRES;F;2017;JULIO;19
MARTIRES;F;2017;JUNIO;15
MARTIRES;F;2017;MARZO;15
MARTIRES;F;2017;MAYO;17
MARTIRES;F;2017;SEPTIEMBRE;25
MARTIRES;G;2015;ABRIL;2
MARTIRES;G;2015;AGOSTO;1
MARTIRES;G;2015;DICIEMBRE;2
MARTIRES;G;2015;ENERO;4
MARTIRES;G;2015;JULIO;1
MARTIRES;G;2015;OCTUBRE;3
MARTIRES;G;2016;AGOSTO;1
MARTIRES;G;2016;DICIEMBRE;2
MARTIRES;G;2016;ENERO;2
MARTIRES;G;2016;FEBRERO;9
MARTIRES;G;2016;MARZO;12
MARTIRES;G;2016;NOVIEMBRE;2
MARTIRES;G;2016;OCTUBRE;9
MARTIRES;G;2016;SEPTIEMBRE;16
MARTIRES;G;2017;ABRIL;35
MARTIRES;G;2017;AGOSTO;229
MARTIRES;G;2017;ENERO;70
MARTIRES;G;2017;FEBRERO;109
MARTIRES;G;2017;JULIO;91
MARTIRES;G;2017;JUNIO;77
MARTIRES;G;2017;MARZO;107
MARTIRES;G;2017;MAYO;73
MARTIRES;G;2017;OCTUBRE;10
MARTIRES;G;2017;SEPTIEMBRE;152
